Date,Region,Province,Prize,Numbers
2026-06-04,MT,Khánh Hòa,8,31378
2026-06-04,MN,TP. HCM,ĐB,30757
2026-06-04,MN,TP. HCM,1,45183
2026-06-04,MN,TP. HCM,2,07753
2026-06-04,MN,TP. HCM,3,66318 - 90292 - 19907 - 33690 - 67939 - 02776
2026-06-04,MN,TP. HCM,4,81430 - 99875 - 21210 - 20331 - 64607 - 94418
2026-06-04,MN,TP. HCM,5,15688 - 79770 - 36789
2026-06-04,MN,TP. HCM,6,80065 - 37438 - 55481
2026-06-04,MN,TP. HCM,7,21637 - 91059 - 37445 - 17037
2026-06-04,MN,TP. HCM,8,62741
2026-06-04,MN,Đồng Tháp,ĐB,20140
2026-06-04,MN,Đồng Tháp,1,27422
2026-06-04,MN,Đồng Tháp,2,46161
2026-06-04,MN,Đồng Tháp,3,23057 - 28097 - 25151 - 14583 - 73377 - 09532
2026-06-04,MN,Đồng Tháp,4,89168 - 70330 - 88029 - 21744 - 45159 - 25069
2026-06-04,MN,Đồng Tháp,5,20635 - 27178 - 47424
2026-06-04,MN,Đồng Tháp,6,87717 - 78535 - 62596
2026-06-04,MN,Đồng Tháp,7,57130 - 78537 - 76065 - 98121
2026-06-04,MN,Đồng Tháp,8,41132
2026-06-04,MN,Cà Mau,ĐB,32903
2026-06-04,MN,Cà Mau,1,54378
2026-06-04,MN,Cà Mau,2,17754
2026-06-04,MN,Cà Mau,3,66843 - 53166 - 41670 - 73163 - 62313 - 02222
2026-06-04,MN,Cà Mau,4,26561 - 82777 - 89616 - 20689 - 10087 - 40327
2026-06-04,MN,Cà Mau,5,01277 - 17425 - 74439
2026-06-04,MN,Cà Mau,6,19121 - 64942 - 96007
2026-06-04,MN,Cà Mau,7,82018 - 04596 - 47086 - 52748
2026-06-04,MN,Cà Mau,8,40253
2026-06-03,MB,Hà Nội,ĐB,04591
2026-06-03,MB,Hà Nội,1,31284
2026-06-03,MB,Hà Nội,2,09285
2026-06-03,MB,Hà Nội,3,13882 - 89245 - 02997 - 83271 - 07545 - 08499
2026-06-03,MB,Hà Nội,4,47518 - 36976 - 19018 - 51282 - 69772 - 46133
2026-06-03,MB,Hà Nội,5,66125 - 21408 - 31918
2026-06-03,MB,Hà Nội,6,31130 - 10678 - 42773
2026-06-03,MB,Hà Nội,7,14235 - 26840 - 42098 - 77819
2026-06-03,MT,Đà Nẵng,ĐB,92273
2026-06-03,MT,Đà Nẵng,1,55689
2026-06-03,MT,Đà Nẵng,2,84933
2026-06-03,MT,Đà Nẵng,3,66366 - 79778 - 90402 - 88077 - 49856 - 52718
2026-06-03,MT,Đà Nẵng,4,90460 - 53323 - 15907 - 09207 - 19340 - 68856
2026-06-03,MT,Đà Nẵng,5,71612 - 64783 - 14348
2026-06-03,MT,Đà Nẵng,6,51289 - 75961 - 60599
2026-06-03,MT,Đà Nẵng,7,25317 - 92776 - 14505 - 33011
2026-06-03,MT,Đà Nẵng,8,73552
2026-06-03,MT,Khánh Hòa,ĐB,15058
2026-06-03,MT,Khánh Hòa,1,06771
2026-06-03,MT,Khánh Hòa,2,31544
2026-06-03,MT,Khánh Hòa,3,05661 - 59777 - 49673 - 80080 - 40297 - 54733
2026-06-03,MT,Khánh Hòa,4,49856 - 21228 - 39325 - 80124 - 05663 - 83502
2026-06-03,MT,Khánh Hòa,5,60877 - 35914 - 44400
2026-06-03,MT,Khánh Hòa,6,46600 - 66988 - 09889
2026-06-03,MT,Khánh Hòa,7,12831 - 53926 - 38181 - 67598
2026-06-03,MT,Khánh Hòa,8,66893
2026-06-03,MN,TP. HCM,ĐB,85123
2026-06-03,MN,TP. HCM,1,51937
2026-06-03,MN,TP. HCM,2,55832
2026-06-03,MN,TP. HCM,3,24764 - 25192 - 46348 - 37505 - 55609 - 71317
2026-06-03,MN,TP. HCM,4,81305 - 06815 - 55545 - 83834 - 39408 - 40147
2026-06-03,MN,TP. HCM,5,10369 - 98095 - 00084
2026-06-03,MN,TP. HCM,6,96441 - 90922 - 07767
2026-06-03,MN,TP. HCM,7,74541 - 63887 - 63769 - 02189
2026-06-03,MN,TP. HCM,8,96601
2026-06-03,MN,Đồng Tháp,ĐB,81206
2026-06-03,MN,Đồng Tháp,1,29536
2026-06-03,MN,Đồng Tháp,2,38346
2026-06-03,MN,Đồng Tháp,3,33019 - 86272 - 02674 - 08410 - 39853 - 41521
2026-06-03,MN,Đồng Tháp,4,85737 - 96742 - 73718 - 24977 - 02180 - 62794
2026-06-03,MN,Đồng Tháp,5,54535 - 47061 - 41863
2026-06-03,MN,Đồng Tháp,6,52943 - 09595 - 73257
2026-06-03,MN,Đồng Tháp,7,65921 - 48740 - 69296 - 50048
2026-06-03,MN,Đồng Tháp,8,56846
2026-06-03,MN,Cà Mau,ĐB,73492
2026-06-03,MN,Cà Mau,1,72413
2026-06-03,MN,Cà Mau,2,39641
2026-06-03,MN,Cà Mau,3,48430 - 81951 - 26585 - 85405 - 84923 - 79434
2026-06-03,MN,Cà Mau,4,42516 - 35100 - 72248 - 03428 - 25041 - 53908
2026-06-03,MN,Cà Mau,5,64493 - 94711 - 58910
2026-06-03,MN,Cà Mau,6,67465 - 52069 - 15336
2026-06-03,MN,Cà Mau,7,88319 - 52721 - 98317 - 77274
2026-06-03,MN,Cà Mau,8,95445
2026-04-01,MB,Hà Nội,ĐB,50604
2026-04-01,MB,Hà Nội,1,73591
2026-04-01,MB,Hà Nội,2,06678
2026-04-01,MB,Hà Nội,3,17009 - 30472 - 44686 - 37738 - 98235 - 93467
2026-04-01,MB,Hà Nội,4,75957 - 73804 - 21343 - 14000 - 72103 - 61551
2026-04-01,MB,Hà Nội,5,24522 - 18091 - 00135
2026-04-01,MB,Hà Nội,6,05240 - 08371 - 26647
2026-04-01,MB,Hà Nội,7,61080 - 89533 - 20727 - 95678
2026-04-01,MT,Đà Nẵng,ĐB,38026
2026-04-01,MT,Đà Nẵng,1,13142
2026-04-01,MT,Đà Nẵng,2,24799
2026-04-01,MT,Đà Nẵng,3,06750 - 37306 - 12246 - 93103 - 31065 - 49629
2026-04-01,MT,Đà Nẵng,4,73535 - 49520 - 82012 - 59971 - 13241 - 97475
2026-04-01,MT,Đà Nẵng,5,77411 - 16527 - 73099
2026-04-01,MT,Đà Nẵng,6,44856 - 97504 - 41680
2026-04-01,MT,Đà Nẵng,7,34513 - 56878 - 29760 - 83047
2026-04-01,MT,Đà Nẵng,8,30079
2026-04-01,MT,Khánh Hòa,ĐB,02007
2026-04-01,MT,Khánh Hòa,1,45880
2026-04-01,MT,Khánh Hòa,2,57141
2026-04-01,MT,Khánh Hòa,3,24427 - 46218 - 16816 - 13137 - 40406 - 91523
2026-04-01,MT,Khánh Hòa,4,45257 - 97003 - 50974 - 56747 - 60775 - 27478
2026-04-01,MT,Khánh Hòa,5,89329 - 29645 - 36998
2026-04-01,MT,Khánh Hòa,6,78736 - 84395 - 82145
2026-04-01,MT,Khánh Hòa,7,81084 - 64664 - 79953 - 20343
2026-04-01,MT,Khánh Hòa,8,55621
2026-04-01,MN,TP. HCM,ĐB,69386
2026-04-01,MN,TP. HCM,1,92813
2026-04-01,MN,TP. HCM,2,09763
2026-04-01,MN,TP. HCM,3,47299 - 55463 - 81489 - 64610 - 59575 - 28770
2026-04-01,MN,TP. HCM,4,56766 - 20657 - 61467 - 52185 - 36495 - 33006
2026-04-01,MN,TP. HCM,5,90012 - 84331 - 52715
2026-04-01,MN,TP. HCM,6,73986 - 68106 - 89865
2026-04-01,MN,TP. HCM,7,31005 - 46195 - 94795 - 07104
2026-04-01,MN,TP. HCM,8,30915
2026-04-01,MN,Đồng Tháp,ĐB,41398
2026-04-01,MN,Đồng Tháp,1,88338
2026-04-01,MN,Đồng Tháp,2,07467
2026-04-01,MN,Đồng Tháp,3,02521 - 54182 - 64853 - 93820 - 92184 - 14997
2026-04-01,MN,Đồng Tháp,4,56280 - 29458 - 92081 - 48357 - 83403 - 37277
2026-04-01,MN,Đồng Tháp,5,76253 - 67157 - 35959
2026-04-01,MN,Đồng Tháp,6,49502 - 83854 - 04837
2026-04-01,MN,Đồng Tháp,7,07945 - 94289 - 87163 - 86147
2026-04-01,MN,Đồng Tháp,8,33767
2026-04-01,MN,Cà Mau,ĐB,80666
2026-04-01,MN,Cà Mau,1,07712
2026-04-01,MN,Cà Mau,2,28233
2026-04-01,MN,Cà Mau,3,41269 - 02214 - 26567 - 95615 - 71755 - 61735
2026-04-01,MN,Cà Mau,4,33877 - 25589 - 80728 - 12703 - 71753 - 10067
2026-04-01,MN,Cà Mau,5,41380 - 81786 - 05070
2026-04-01,MN,Cà Mau,6,00767 - 63464 - 32885
2026-04-01,MN,Cà Mau,7,10205 - 81651 - 02704 - 63935
2026-04-01,MN,Cà Mau,8,91161
2026-04-02,MB,Hà Nội,ĐB,89300
2026-04-02,MB,Hà Nội,1,61385
2026-04-02,MB,Hà Nội,2,97354
2026-04-02,MB,Hà Nội,3,09735 - 81596 - 84607 - 24411 - 39103 - 98111
2026-04-02,MB,Hà Nội,4,42560 - 80990 - 05277 - 30652 - 53928 - 83682
2026-04-02,MB,Hà Nội,5,88605 - 41559 - 03668
2026-04-02,MB,Hà Nội,6,02478 - 38813 - 92561
2026-04-02,MB,Hà Nội,7,65851 - 50991 - 00631 - 95593
2026-04-02,MT,Đà Nẵng,ĐB,73401
2026-04-02,MT,Đà Nẵng,1,50666
2026-04-02,MT,Đà Nẵng,2,25544
2026-04-02,MT,Đà Nẵng,3,24492 - 37982 - 67265 - 67009 - 07370 - 38998
2026-04-02,MT,Đà Nẵng,4,55329 - 08857 - 27700 - 93189 - 25020 - 99444
2026-04-02,MT,Đà Nẵng,5,22433 - 91473 - 13082
2026-04-02,MT,Đà Nẵng,6,35286 - 90553 - 54218
2026-04-02,MT,Đà Nẵng,7,08546 - 75989 - 23014 - 41205
2026-04-02,MT,Đà Nẵng,8,46339
2026-04-02,MT,Khánh Hòa,ĐB,87506
2026-04-02,MT,Khánh Hòa,1,53114
2026-04-02,MT,Khánh Hòa,2,02514
2026-04-02,MT,Khánh Hòa,3,00346 - 58907 - 00565 - 28369 - 63430 - 04533
2026-04-02,MT,Khánh Hòa,4,54516 - 38677 - 54673 - 17897 - 05208 - 88200
2026-04-02,MT,Khánh Hòa,5,87497 - 25246 - 58423
2026-04-02,MT,Khánh Hòa,6,35342 - 58281 - 99717
2026-04-02,MT,Khánh Hòa,7,57396 - 59459 - 52448 - 02022
2026-04-02,MT,Khánh Hòa,8,49382
2026-04-02,MN,TP. HCM,ĐB,05143
2026-04-02,MN,TP. HCM,1,70732
2026-04-02,MN,TP. HCM,2,77983
2026-04-02,MN,TP. HCM,3,14127 - 84406 - 60365 - 05047 - 79678 - 59230
2026-04-02,MN,TP. HCM,4,83645 - 22715 - 78975 - 14972 - 03869 - 94191
2026-04-02,MN,TP. HCM,5,64077 - 28098 - 03943
2026-04-02,MN,TP. HCM,6,48866 - 16285 - 92683
2026-04-02,MN,TP. HCM,7,07703 - 22357 - 14493 - 37171
2026-04-02,MN,TP. HCM,8,36253
2026-04-02,MN,Đồng Tháp,ĐB,16407
2026-04-02,MN,Đồng Tháp,1,17432
2026-04-02,MN,Đồng Tháp,2,51148
2026-04-02,MN,Đồng Tháp,3,54725 - 08660 - 94170 - 70897 - 30326 - 67100
2026-04-02,MN,Đồng Tháp,4,68846 - 48644 - 59575 - 96341 - 29302 - 35065
2026-04-02,MN,Đồng Tháp,5,29011 - 42329 - 00158
2026-04-02,MN,Đồng Tháp,6,83654 - 53900 - 33515
2026-04-02,MN,Đồng Tháp,7,97490 - 63418 - 81094 - 77381
2026-04-02,MN,Đồng Tháp,8,19776
2026-04-02,MN,Cà Mau,ĐB,82522
2026-04-02,MN,Cà Mau,1,39046
2026-04-02,MN,Cà Mau,2,07679
2026-04-02,MN,Cà Mau,3,82120 - 37737 - 77172 - 20535 - 56295 - 43304
2026-04-02,MN,Cà Mau,4,48207 - 62830 - 27040 - 27765 - 42490 - 20358
2026-04-02,MN,Cà Mau,5,26219 - 89737 - 04876
2026-04-02,MN,Cà Mau,6,74464 - 15847 - 23283
2026-04-02,MN,Cà Mau,7,35459 - 97736 - 66744 - 71445
2026-04-02,MN,Cà Mau,8,21353
2026-04-03,MB,Hà Nội,ĐB,73672
2026-04-03,MB,Hà Nội,1,38538
2026-04-03,MB,Hà Nội,2,77320
2026-04-03,MB,Hà Nội,3,65573 - 84832 - 14562 - 76733 - 10635 - 80081
2026-04-03,MB,Hà Nội,4,09275 - 20449 - 07346 - 38291 - 32353 - 72330
2026-04-03,MB,Hà Nội,5,97189 - 13343 - 73834
2026-04-03,MB,Hà Nội,6,26209 - 42940 - 75895
2026-04-03,MB,Hà Nội,7,48159 - 94702 - 09734 - 71001
2026-04-03,MT,Đà Nẵng,ĐB,81311
2026-04-03,MT,Đà Nẵng,1,83811
2026-04-03,MT,Đà Nẵng,2,41643
2026-04-03,MT,Đà Nẵng,3,43205 - 82671 - 85343 - 73944 - 58784 - 92480
2026-04-03,MT,Đà Nẵng,4,33201 - 80122 - 79020 - 77585 - 27462 - 66100
2026-04-03,MT,Đà Nẵng,5,48503 - 33823 - 60652
2026-04-03,MT,Đà Nẵng,6,91889 - 03676 - 21252
2026-04-03,MT,Đà Nẵng,7,57643 - 30433 - 41654 - 95346
2026-04-03,MT,Đà Nẵng,8,55113
2026-04-03,MT,Khánh Hòa,ĐB,65242
2026-04-03,MT,Khánh Hòa,1,90984
2026-04-03,MT,Khánh Hòa,2,61642
2026-04-03,MT,Khánh Hòa,3,53664 - 65896 - 96151 - 19562 - 24977 - 13397
2026-04-03,MT,Khánh Hòa,4,91166 - 18039 - 80791 - 67766 - 87284 - 29299
2026-04-03,MT,Khánh Hòa,5,93580 - 82286 - 34656
2026-04-03,MT,Khánh Hòa,6,37387 - 78483 - 97850
2026-04-03,MT,Khánh Hòa,7,92159 - 24826 - 51410 - 84693
2026-04-03,MT,Khánh Hòa,8,08769
2026-04-03,MN,TP. HCM,ĐB,72830
2026-04-03,MN,TP. HCM,1,48360
2026-04-03,MN,TP. HCM,2,10892
2026-04-03,MN,TP. HCM,3,18360 - 42118 - 31872 - 75351 - 55405 - 45326
2026-04-03,MN,TP. HCM,4,81770 - 14515 - 36988 - 24138 - 08682 - 85633
2026-04-03,MN,TP. HCM,5,80051 - 70597 - 04731
2026-04-03,MN,TP. HCM,6,19431 - 68650 - 26107
2026-04-03,MN,TP. HCM,7,00568 - 16937 - 45209 - 85006
2026-04-03,MN,TP. HCM,8,49129
2026-04-03,MN,Đồng Tháp,ĐB,71793
2026-04-03,MN,Đồng Tháp,1,67354
2026-04-03,MN,Đồng Tháp,2,62659
2026-04-03,MN,Đồng Tháp,3,62602 - 50377 - 39529 - 83627 - 45533 - 22395
2026-04-03,MN,Đồng Tháp,4,06663 - 04955 - 90519 - 99685 - 15616 - 85707
2026-04-03,MN,Đồng Tháp,5,83602 - 86310 - 56278
2026-04-03,MN,Đồng Tháp,6,81462 - 65207 - 65509
2026-04-03,MN,Đồng Tháp,7,72468 - 79792 - 84077 - 90484
2026-04-03,MN,Đồng Tháp,8,65626
2026-04-03,MN,Cà Mau,ĐB,54269
2026-04-03,MN,Cà Mau,1,29632
2026-04-03,MN,Cà Mau,2,08227
2026-04-03,MN,Cà Mau,3,00815 - 39813 - 29466 - 65391 - 93832 - 31920
2026-04-03,MN,Cà Mau,4,41909 - 72849 - 91201 - 67145 - 75232 - 47395
2026-04-03,MN,Cà Mau,5,16711 - 09923 - 94044
2026-04-03,MN,Cà Mau,6,24051 - 11520 - 95175
2026-04-03,MN,Cà Mau,7,91762 - 83783 - 13475 - 33783
2026-04-03,MN,Cà Mau,8,03413
2026-04-04,MB,Hà Nội,ĐB,76995
2026-04-04,MB,Hà Nội,1,23556
2026-04-04,MB,Hà Nội,2,24858
2026-04-04,MB,Hà Nội,3,93616 - 10266 - 95589 - 12562 - 08902 - 48131
2026-04-04,MB,Hà Nội,4,04973 - 98509 - 51343 - 78204 - 93171 - 39224
2026-04-04,MB,Hà Nội,5,70994 - 05154 - 03968
2026-04-04,MB,Hà Nội,6,30942 - 39711 - 38730
2026-04-04,MB,Hà Nội,7,83054 - 67823 - 38268 - 44019
2026-04-04,MT,Đà Nẵng,ĐB,33355
2026-04-04,MT,Đà Nẵng,1,37780
2026-04-04,MT,Đà Nẵng,2,15437
2026-04-04,MT,Đà Nẵng,3,90551 - 14446 - 87471 - 29372 - 94625 - 24792
2026-04-04,MT,Đà Nẵng,4,81006 - 04823 - 87763 - 47033 - 41413 - 64461
2026-04-04,MT,Đà Nẵng,5,73470 - 40858 - 32058
2026-04-04,MT,Đà Nẵng,6,33501 - 07552 - 97990
2026-04-04,MT,Đà Nẵng,7,30398 - 60988 - 01948 - 07634
2026-04-04,MT,Đà Nẵng,8,22468
2026-04-04,MT,Khánh Hòa,ĐB,27289
2026-04-04,MT,Khánh Hòa,1,02387
2026-04-04,MT,Khánh Hòa,2,29134
2026-04-04,MT,Khánh Hòa,3,11108 - 21550 - 23159 - 24275 - 08987 - 60004
2026-04-04,MT,Khánh Hòa,4,32925 - 57195 - 82175 - 51546 - 68432 - 25385
2026-04-04,MT,Khánh Hòa,5,92097 - 95850 - 41115
2026-04-04,MT,Khánh Hòa,6,26038 - 19806 - 28815
2026-04-04,MT,Khánh Hòa,7,93093 - 40639 - 41359 - 39845
2026-04-04,MT,Khánh Hòa,8,02819
2026-04-04,MN,TP. HCM,ĐB,56199
2026-04-04,MN,TP. HCM,1,48380
2026-04-04,MN,TP. HCM,2,32480
2026-04-04,MN,TP. HCM,3,34617 - 77255 - 10038 - 55811 - 55271 - 45286
2026-04-04,MN,TP. HCM,4,58885 - 24434 - 25164 - 84813 - 09395 - 87828
2026-04-04,MN,TP. HCM,5,51656 - 42232 - 85655
2026-04-04,MN,TP. HCM,6,20998 - 97605 - 33554
2026-04-04,MN,TP. HCM,7,79824 - 40071 - 15380 - 40351
2026-04-04,MN,TP. HCM,8,68635
2026-04-04,MN,Đồng Tháp,ĐB,00409
2026-04-04,MN,Đồng Tháp,1,40921
2026-04-04,MN,Đồng Tháp,2,69573
2026-04-04,MN,Đồng Tháp,3,49219 - 52498 - 44591 - 73446 - 43486 - 49587
2026-04-04,MN,Đồng Tháp,4,75092 - 55995 - 86119 - 29556 - 28790 - 11332
2026-04-04,MN,Đồng Tháp,5,69088 - 96288 - 63083
2026-04-04,MN,Đồng Tháp,6,86498 - 31455 - 03067
2026-04-04,MN,Đồng Tháp,7,87848 - 36217 - 59777 - 81753
2026-04-04,MN,Đồng Tháp,8,10095
2026-04-04,MN,Cà Mau,ĐB,75748
2026-04-04,MN,Cà Mau,1,00976
2026-04-04,MN,Cà Mau,2,80442
2026-04-04,MN,Cà Mau,3,01476 - 66183 - 50494 - 50596 - 14385 - 65219
2026-04-04,MN,Cà Mau,4,24247 - 50909 - 22805 - 42312 - 09710 - 52302
2026-04-04,MN,Cà Mau,5,11008 - 30523 - 08947
2026-04-04,MN,Cà Mau,6,90727 - 19822 - 03499
2026-04-04,MN,Cà Mau,7,73354 - 62649 - 83730 - 15118
2026-04-04,MN,Cà Mau,8,87109
2026-04-05,MB,Hà Nội,ĐB,70594
2026-04-05,MB,Hà Nội,1,61874
2026-04-05,MB,Hà Nội,2,84136
2026-04-05,MB,Hà Nội,3,34492 - 39082 - 30040 - 24792 - 20988 - 28821
2026-04-05,MB,Hà Nội,4,87254 - 34855 - 02406 - 76674 - 04239 - 89728
2026-04-05,MB,Hà Nội,5,79795 - 52498 - 91008
2026-04-05,MB,Hà Nội,6,36481 - 07309 - 52124
2026-04-05,MB,Hà Nội,7,78586 - 02919 - 13332 - 43515
2026-04-05,MT,Đà Nẵng,ĐB,36349
2026-04-05,MT,Đà Nẵng,1,64985
2026-04-05,MT,Đà Nẵng,2,55030
2026-04-05,MT,Đà Nẵng,3,38270 - 61556 - 82380 - 96672 - 81837 - 62355
2026-04-05,MT,Đà Nẵng,4,21833 - 81735 - 75503 - 39702 - 96200 - 09328
2026-04-05,MT,Đà Nẵng,5,34207 - 94955 - 72970
2026-04-05,MT,Đà Nẵng,6,53010 - 46726 - 91241
2026-04-05,MT,Đà Nẵng,7,98943 - 64994 - 59959 - 55544
2026-04-05,MT,Đà Nẵng,8,73092
2026-04-05,MT,Khánh Hòa,ĐB,36847
2026-04-05,MT,Khánh Hòa,1,79086
2026-04-05,MT,Khánh Hòa,2,17086
2026-04-05,MT,Khánh Hòa,3,47686 - 90592 - 57873 - 62616 - 20158 - 43072
2026-04-05,MT,Khánh Hòa,4,38633 - 25832 - 41774 - 27117 - 92440 - 38445
2026-04-05,MT,Khánh Hòa,5,01295 - 62019 - 67238
2026-04-05,MT,Khánh Hòa,6,00157 - 61857 - 76285
2026-04-05,MT,Khánh Hòa,7,17943 - 45970 - 24112 - 00286
2026-04-05,MT,Khánh Hòa,8,00550
2026-04-05,MN,TP. HCM,ĐB,90825
2026-04-05,MN,TP. HCM,1,08013
2026-04-05,MN,TP. HCM,2,26878
2026-04-05,MN,TP. HCM,3,62165 - 90318 - 74627 - 63061 - 53975 - 16891
2026-04-05,MN,TP. HCM,4,50793 - 67759 - 52924 - 39888 - 97434 - 91706
2026-04-05,MN,TP. HCM,5,96676 - 63313 - 28612
2026-04-05,MN,TP. HCM,6,84537 - 38520 - 59453
2026-04-05,MN,TP. HCM,7,88817 - 73940 - 61224 - 77347
2026-04-05,MN,TP. HCM,8,53123
2026-04-05,MN,Đồng Tháp,ĐB,06581
2026-04-05,MN,Đồng Tháp,1,68864
2026-04-05,MN,Đồng Tháp,2,47322
2026-04-05,MN,Đồng Tháp,3,89144 - 48416 - 53493 - 24919 - 84367 - 30750
2026-04-05,MN,Đồng Tháp,4,37316 - 94015 - 88959 - 16082 - 32675 - 12225
2026-04-05,MN,Đồng Tháp,5,64452 - 90211 - 46453
2026-04-05,MN,Đồng Tháp,6,28943 - 08357 - 95202
2026-04-05,MN,Đồng Tháp,7,92680 - 94342 - 95182 - 26997
2026-04-05,MN,Đồng Tháp,8,27919
2026-04-05,MN,Cà Mau,ĐB,75168
2026-04-05,MN,Cà Mau,1,26204
2026-04-05,MN,Cà Mau,2,40152
2026-04-05,MN,Cà Mau,3,28758 - 55732 - 70700 - 83643 - 10315 - 11047
2026-04-05,MN,Cà Mau,4,87790 - 80153 - 86746 - 30106 - 17164 - 23274
2026-04-05,MN,Cà Mau,5,44235 - 09734 - 56992
2026-04-05,MN,Cà Mau,6,00055 - 10261 - 95316
2026-04-05,MN,Cà Mau,7,58665 - 36172 - 61053 - 33631
